# B2 - Upper Intermediate Level Words (CEFR B2)
# Format: english|category|partOfSpeech
# Upper intermediate vocabulary for fluent communication
# Academic & Intellectual
invisible hand|Business & Finance|noun
jurisdictional|General|adjective
keynesian|Business & Finance|adjective
labor productivity|Work & Career|noun
lame duck|General|noun
leverage ratio|Business & Finance|noun
linear regression|Business Analysis|noun
lobbying group|General|noun
logistical|Work & Career|adjective
macroprudential|Business & Finance|adjective
marginal cost|Business & Finance|noun
market equilibrium|Business & Finance|noun
market liquidity|Business & Finance|noun
market sentiment|Business & Finance|noun
mean reversion|Business & Finance|noun
memorandum of understanding|Business & Finance|noun
microfinance|Business & Finance|noun
monopolistic competition|Business & Finance|noun
multilateral trade|Business & Finance|noun
negative externality|Business & Finance|noun
net income|Business & Finance|noun
non-disclosure agreement|Business & Finance|noun
normative economics|Business & Finance|noun
oligopoly|Business & Finance|noun
open-market|Business & Finance|adjective
operating leverage|Business & Finance|noun
opportunity cost|Business & Finance|noun
over-the-counter|Business & Finance|adjective
overhead allocation|Business & Finance|noun
patent infringement|General|noun
pay-per-click|Technology|noun
pecuniary|Business & Finance|adjective
peer-to-peer|Technology|adjective
performance bond|Business & Finance|noun
positive externality|Business & Finance|noun
predatory lending|Business & Finance|noun
price ceiling|Business & Finance|noun
price discrimination|Business & Finance|noun
price floor|Business & Finance|noun
primary market|Business & Finance|noun
principal-agent|Business & Finance|noun
private equity|Business & Finance|noun
privatization|Business & Finance|noun
pro-rata|Business & Finance|adverb
product differentiation|Business & Finance|noun
profit reinvestment|Business & Finance|noun
progressive tax|Business & Finance|noun
property right|Business & Finance|noun
public goods|Business & Finance|noun
purchasing power|Business & Finance|noun
put option|Business & Finance|noun
quantitative tightening|Business & Finance|noun
quasi-experimental|Science|adjective
rate of return|Business & Finance|noun
rational choice|General|noun
real interest rate|Business & Finance|noun
receivership|Business & Finance|noun
regression analysis|Business Analysis|noun
regressive tax|Business & Finance|noun
relational|General|adjective
remittance|Business & Finance|noun
retained earnings|Business & Finance|noun
revenue recognition|Business & Finance|noun
rights issue|Business & Finance|noun
risk premium|Business & Finance|noun
seigniorage|Business & Finance|noun
self-fulfilling prophecy|General|noun
sensitivity analysis|Business Analysis|noun
shadow banking|Business & Finance|noun
short selling|Business & Finance|noun
signaling theory|Business & Finance|noun
spot price|Business & Finance|noun
stagflation|Business & Finance|noun
stock option|Business & Finance|noun
subprime|Business & Finance|adjective
sunk cost|Business & Finance|noun
supply-side economics|Business & Finance|noun
surplus value|Business & Finance|noun
sustainable investing|Business & Finance|noun
systemic risk|Business & Finance|noun
tariff barrier|Business & Finance|noun
tax incidence|Business & Finance|noun
term structure|Business & Finance|noun
time value of money|Business & Finance|noun
trade balance|Business & Finance|noun
trading volume|Business & Finance|noun
transaction cost|Business & Finance|noun
transfer payment|Business & Finance|noun
treasury bond|Business & Finance|noun
trickle-up|Business & Finance|adjective
uncertainty premium|Business & Finance|noun
underwriting|Business & Finance|noun
unearned income|Business & Finance|noun
unit trust|Business & Finance|noun
utility maximization|Business & Finance|noun
value at risk|Business & Finance|noun
variable interest|Business & Finance|noun
venture debt|Business & Finance|noun
vertical merger|Business & Finance|noun
yield curve|Business & Finance|noun
zero-sum game|General|noun

abscond|General|verb
accrual accounting|Business & Finance|noun
actuarial table|Business & Finance|noun
additionality|Science|noun
adverse selection|Business & Finance|noun
agency problem|Business & Finance|noun
agglomeration economics|Business & Finance|noun
aggregate supply|Business & Finance|noun
algorithmic trading|IT & Development|noun
allocative efficiency|Business & Finance|noun
alpha generation|Business & Finance|noun
amortization schedule|Business & Finance|noun
anchoring bias|Business Analysis|noun
annual percentage rate|Business & Finance|noun
annuity|Business & Finance|noun
antidilution|Business & Finance|noun
arbitrageur|Business & Finance|noun
authoritarian populism|General|noun
automated clearinghouse|Business & Finance|noun
availability heuristic|General|noun
back-end ratio|Business & Finance|noun
balance of trade|Business & Finance|noun
bank run|Business & Finance|noun
bankruptcy estate|Business & Finance|noun
Basel accord|Business & Finance|noun
bid-ask spread|Business & Finance|noun
bipartisan legislation|General|noun
blended finance|Business & Finance|noun
bond covenant|Business & Finance|noun
book value|Business & Finance|noun
boutique bank|Business & Finance|noun
budget surplus|Business & Finance|noun
callable bond|Business & Finance|noun
capital adequacy|Business & Finance|noun
capital allocation|Business & Finance|noun
carried interest|Business & Finance|noun
cash equivalents|Business & Finance|noun
central bank|Business & Finance|noun
chief financial officer|Work & Career|noun
chronological risk|Business & Finance|noun
circuit breaker|Business & Finance|noun
class B shares|Business & Finance|noun
clean energy mandate|Science|noun
closed-end fund|Business & Finance|noun
cognitive load theory|Education|noun
collateralized debt|Business & Finance|noun
commercial paper|Business & Finance|noun
comparative statics|Business & Finance|noun
compound annual growth rate|Business & Finance|noun
concentrated market|Business & Finance|noun
confounding variable|Science|noun
conspicuous consumption|General|noun
constitutional law|General|noun
consumer price index|Business & Finance|noun
contagion effect|Business & Finance|noun
contractionary policy|Business & Finance|noun
convertible note|Business & Finance|noun
core inflation|Business & Finance|noun
corporate bond|Business & Finance|noun
corporate merger|Business & Finance|noun
corporate restructuring|Business & Finance|noun
counterparty risk|Business & Finance|noun
covenants|Business & Finance|noun
credit default swap|Business & Finance|noun
credit facility|Business & Finance|noun
cross-elasticity|Business & Finance|noun
cumulative preferred stock|Business & Finance|noun
currency peg|Business & Finance|noun
current account surplus|Business & Finance|noun
dead cat bounce|Business & Finance|noun
debt covenant|Business & Finance|noun
debt facility|Business & Finance|noun
debt monetization|Business & Finance|noun
deferred revenue|Business & Finance|noun
deflationary spiral|Business & Finance|noun
delta hedging|Business & Finance|noun
demand-pull inflation|Business & Finance|noun
demographic headwind|General|noun
deposit guarantee|Business & Finance|noun
derivative market|Business & Finance|noun
development bond|Business & Finance|noun
digital asset|Technology|noun
discounted cash flow|Business & Finance|noun
distressed debt|Business & Finance|noun
diversified portfolio|Business & Finance|noun
dividend policy|Business & Finance|noun
Dodd-Frank|Business & Finance|proper noun
double-entry bookkeeping|Business & Finance|noun
downgrade|Business & Finance|verb
drive-through economics|Business & Finance|noun
dual class shares|Business & Finance|noun
dynamic equilibrium|Science|noun
earnings before interest|Business & Finance|noun
economic externality|Business & Finance|noun
effective demand|Business & Finance|noun
efficient frontier|Business & Finance|noun
elasticity coefficient|Business & Finance|noun
emerging economy|Business & Finance|noun
emission permit|Science|noun
employee stock option|Work & Career|noun
equity crowdfunding|Business & Finance|noun
escrow account|Business & Finance|noun
euro zone|Business & Finance|noun
excess liquidity|Business & Finance|noun
exchange-traded fund|Business & Finance|noun
excise duty|Business & Finance|noun
exit multiple|Business & Finance|noun
externalized cost|Business & Finance|noun
face value|Business & Finance|noun
fair value accounting|Business & Finance|noun
false economy|Business & Finance|noun
financial stability board|Business & Finance|noun
fixed exchange rate|Business & Finance|noun
floating exchange rate|Business & Finance|noun
forecasting model|Business Analysis|noun
foreign exchange reserve|Business & Finance|noun
forward guidance|Business & Finance|noun
fractional reserve|Business & Finance|noun
free cash flow|Business & Finance|noun
frictional unemployment|Business & Finance|noun
front running|Business & Finance|noun
functional currency|Business & Finance|noun
general collateral|Business & Finance|noun
gig worker|Work & Career|noun
global imbalance|Business & Finance|noun
golden share|Business & Finance|noun
governance risk|Business & Finance|noun
graduated tax|Business & Finance|noun
green bond|Business & Finance|noun
gross value added|Business & Finance|noun
growth equity|Business & Finance|noun
haircut|Business & Finance|noun
hard landing|Business & Finance|noun
harvested return|Business & Finance|noun
heat map|Business Analysis|noun
herding behavior|Business & Finance|noun
hidden cost|Business & Finance|noun
holdup problem|Business & Finance|noun
horizontal equity|Business & Finance|noun
hot money|Business & Finance|noun
illiquid asset|Business & Finance|noun
imperfect competition|Business & Finance|noun
implicit rate|Business & Finance|noun
income effect|Business & Finance|noun
income statement|Business & Finance|noun
index arbitrage|Business & Finance|noun
indirect taxation|Business & Finance|noun
inflation expectation|Business & Finance|noun
information asymmetry|Business & Finance|noun
infrastructure bond|Business & Finance|noun
insider trading|Business & Finance|noun
intangible asset|Business & Finance|noun
inter-bank rate|Business & Finance|noun
interest rate swap|Business & Finance|noun
investable|Business & Finance|adjective
inverted yield curve|Business & Finance|noun
investor relations|Business & Finance|noun
irrational exuberance|Business & Finance|noun
issue price|Business & Finance|noun
joint-stock company|Business & Finance|noun
junior debt|Business & Finance|noun
lender of last resort|Business & Finance|noun
leveraged buyout|Business & Finance|noun
limited partnership|Business & Finance|noun
line of credit|Business & Finance|noun
liquid asset|Business & Finance|noun
long position|Business & Finance|noun
loss ratio|Business & Finance|noun
macroeconomic policy|Business & Finance|noun
margin call|Business & Finance|noun
market concentration|Business & Finance|noun
market maker|Business & Finance|noun
matching principle|Business & Finance|noun
maturity date|Business & Finance|noun
median income|Business & Finance|noun
mezzanine capital|Business & Finance|noun
micro-cap|Business & Finance|adjective
misallocation|Business & Finance|noun
money multiplier|Business & Finance|noun
money supply|Business & Finance|noun
monitoring cost|Business & Finance|noun
moral suasion|Business & Finance|noun
naked short|Business & Finance|noun
natural rate of unemployment|Business & Finance|noun
negative gearing|Business & Finance|noun
net asset value|Business & Finance|noun
non-bank lender|Business & Finance|noun
non-performing loan|Business & Finance|noun
notional principal|Business & Finance|noun
official reserve|Business & Finance|noun
open position|Business & Finance|noun
operating cash flow|Business & Finance|noun
option premium|Business & Finance|noun
ordering costs|Business & Finance|noun
output gap|Business & Finance|noun
overvalued|Business & Finance|adjective
par value|Business & Finance|noun
participating preferred|Business & Finance|noun
passive income|Business & Finance|noun
penalty rate|Business & Finance|noun
pension liability|Business & Finance|noun
phantom stock|Business & Finance|noun
portfolio rebalancing|Business & Finance|noun
positive feedback loop|Science|noun
preferred creditor|Business & Finance|noun
price-to-earnings ratio|Business & Finance|noun
primary dealer|Business & Finance|noun
private placement|Business & Finance|noun
pro-cyclical|Business & Finance|adjective
production function|Business & Finance|noun
profit forecast|Business & Finance|noun
public company|Business & Finance|noun
publicly traded|Business & Finance|adjective
quantitative easing|Business & Finance|noun
quasi-money|Business & Finance|noun
quoted price|Business & Finance|noun
rate cap|Business & Finance|noun
real asset|Business & Finance|noun
real economy|Business & Finance|noun
refinancing risk|Business & Finance|noun
regulatory arbitrage|Business & Finance|noun
related-party transaction|Business & Finance|noun
residential mortgage|Business & Finance|noun
revolving credit|Business & Finance|noun
risk-adjusted return|Business & Finance|noun
risk-weighted asset|Business & Finance|noun
rollover risk|Business & Finance|noun
secondary market|Business & Finance|noun
securities fraud|Business & Finance|noun
seller's market|Business & Finance|noun
senior debt|Business & Finance|noun
settlement risk|Business & Finance|noun
short position|Business & Finance|noun
soft commodity|Business & Finance|noun
sovereign bond|Business & Finance|noun
special drawing rights|Business & Finance|noun
speculative grade|Business & Finance|noun
spin-off|Business & Finance|noun
spread compression|Business & Finance|noun
structural deficit|Business & Finance|noun
subordinated debt|Business & Finance|noun
sukuk|Business & Finance|noun
swap rate|Business & Finance|noun
systemic importance|Business & Finance|noun
takeover bid|Business & Finance|noun
tangible equity|Business & Finance|noun
tax wedge|Business & Finance|noun
technical analysis|Business Finance|noun
tier one capital|Business & Finance|noun
total return|Business & Finance|noun
trade receivable|Business & Finance|noun
trend following|Business & Finance|noun
tripping covenant|Business & Finance|noun
underperforming|Business & Finance|adjective
undervalued|Business & Finance|adjective
unicorn company|Business & Finance|noun
unit of account|Business & Finance|noun
value investor|Business & Finance|noun
variable rate|Business & Finance|noun
variance analysis|Business Analysis|noun
venture round|Business & Finance|noun
vesting schedule|Work & Career|noun
volume-weighted average|Business & Finance|noun
warehousing risk|Business & Finance|noun
write-off|Business & Finance|noun
zero-coupon bond|Business & Finance|noun

abnormal return|Business & Finance|noun
absolute advantage|Business & Finance|noun
accrued liability|Business & Finance|noun
active management|Business & Finance|noun
adaptive investment|Business & Finance|noun
adjusted earnings|Business & Finance|noun
administrative cost|Business & Finance|noun
agency theory|Business & Finance|noun
alpha decay|Business & Finance|noun
alternative minimum tax|Business & Finance|noun
angel round|Business & Finance|noun
annualized return|Business & Finance|noun
applied economics|Business & Finance|noun
asset-backed security|Business & Finance|noun
average cost|Business & Finance|noun
bank capital|Business & Finance|noun
base rate|Business & Finance|noun
basis point|Business & Finance|noun
bear market|Business & Finance|noun
behavioral finance|Business & Finance|noun
benchmark index|Business & Finance|noun
beta coefficient|Business & Finance|noun
bill of lading|Business & Finance|noun
black swan event|Business & Finance|noun
bond ladder|Business & Finance|noun
book-to-market ratio|Business & Finance|noun
brokerage fee|Business & Finance|noun
budget deficit|Business & Finance|noun
bull market|Business & Finance|noun
buyout premium|Business & Finance|noun
capital preservation|Business & Finance|noun
cash conversion cycle|Business & Finance|noun
certificate of deposit|Business & Finance|noun
cession|Business & Finance|noun
clearing house|Business & Finance|noun
collateral damage|Business & Finance|noun
commercial mortgage|Business & Finance|noun
comparative cost|Business & Finance|noun
concentration risk|Business & Finance|noun
contingent liability|Business & Finance|noun
contract settlement|Business & Finance|noun
convertible bond|Business & Finance|noun
core tier capital|Business & Finance|noun
cost benefit ratio|Business & Finance|noun
cost of equity|Business & Finance|noun
covenant breach|Business & Finance|noun
credit enhancement|Business & Finance|noun
credit rating|Business & Finance|noun
cross-collateralization|Business & Finance|noun
currency risk|Business & Finance|noun
customer acquisition cost|Business & Finance|noun
dead letter clause|Business & Finance|noun
debt security|Business & Finance|noun
deferred tax|Business & Finance|noun
derivative instrument|Business & Finance|noun
diluted earnings|Business & Finance|noun
direct investment|Business & Finance|noun
discount rate|Business & Finance|noun
drawdown|Business & Finance|noun
dual mandate|Business & Finance|noun

yield spread|Business & Finance|noun
zone of possible agreement|Business & Finance|noun
yield-to-maturity|Business & Finance|noun

# New words added from CEFR list
admitted|General|noun
chocolate|General|noun
gallery|General|noun
historic|General|noun
hunt|General|noun
improvement|General|noun
inch|General|noun
repeat|General|noun
rough|General|noun
smell|General|noun
speaker|General|noun
topic|General|noun
appointment|General|noun
bush|General|noun
philosophy|General|noun
pride|General|noun
riding|General|noun
settlement|General|noun
sought|General|noun
studied|General|noun
barely|General|noun
cabinet|General|noun
celebrate|General|noun
coal|General|noun
colour|General|noun
contemporary|General|noun
criticism|General|noun
dna|General|noun
effectively|General|noun
extensive|General|noun
faced|General|noun
formation|General|noun
fought|General|noun
gained|General|noun
highway|General|noun
initially|General|noun
junior|General|noun
jury|General|noun
korean|General|noun
monster|General|noun
olympic|General|noun
surrounding|General|noun
tone|General|noun
vast|General|noun
wanting|General|noun
grey|General|noun
guitar|General|noun
meanwhile|General|noun
pocket|General|noun
relative|General|noun
rescue|General|noun
sharp|General|noun
soccer|General|noun
temporary|General|noun
trick|General|noun
earn|General|noun
percentage|General|noun
practical|General|noun
primarily|General|noun
rape|General|noun
regardless|General|noun
rush|General|noun
stable|General|noun
auto|General|noun
consistent|General|noun
finger|General|noun
heading|General|noun
ignore|General|noun
latin|General|noun
lewis|General|noun
naturally|General|noun
necessarily|General|noun
pants|General|noun
partnership|General|noun
bone|General|noun
gate|General|noun
immigration|General|noun
lesson|General|noun
membership|General|noun
mirror|General|noun
parking|General|noun
shortly|General|noun
technique|General|noun
thin|General|noun
confused|General|noun
proposal|General|noun
province|General|noun
recognition|General|noun
reputation|General|noun
rolling|General|noun
strongly|General|noun
audio|General|noun
bullshit|General|noun
chamber|General|noun
chart|General|noun
circuit|General|noun
clothing|General|noun
complicated|General|noun
defend|General|noun
divided|General|noun
everyday|General|noun
extent|General|noun
fishing|General|noun
format|General|noun
gotten|General|noun
harm|General|noun
household|General|noun
impressive|General|noun
joining|General|noun
killer|General|noun
loving|General|noun
nights|General|noun
occur|General|noun
accused|General|noun
adventure|General|noun
bedroom|General|noun
loose|General|noun
qualified|General|noun
railway|General|noun
server|General|noun
shock|General|noun
silence|General|noun
soldier|General|noun
thick|General|noun
wash|General|noun
argue|General|noun
awful|General|noun
cloud|General|noun
egg|General|noun
pointed|General|noun
poverty|General|noun
processing|General|noun
ridiculous|General|noun
sensitive|General|noun
assessment|General|noun
atmosphere|General|noun
belief|General|noun
bound|General|noun
carefully|General|noun
ceo|General|noun
closing|General|noun
colorado|General|noun
contrast|General|noun
drew|General|noun
element|General|noun
elsewhere|General|noun
establish|General|noun
extension|General|noun
founder|General|noun
gear|General|noun
moral|General|noun
offensive|General|noun
pa|General|noun
package|General|noun
superior|General|noun
threw|General|noun
transition|General|noun
violent|General|noun
acid|General|noun
actress|General|noun
administrative|General|noun
alan|General|noun
hungry|General|noun
mystery|General|noun
palace|General|noun
pet|General|noun
photography|General|noun
select|General|noun
silent|General|noun
suffer|General|noun
uncle|General|noun
unusual|General|noun
castle|General|noun
curious|General|noun
protest|General|noun
publication|General|noun
rating|General|noun
refer|General|noun
respectively|General|noun
rome|General|noun
spoken|General|noun
successfully|General|noun
alongside|General|noun
angel|General|noun
anxiety|General|noun
bonus|General|noun
charity|General|noun
compare|General|noun
cooking|General|noun
covering|General|noun
discovery|General|noun
duke|General|noun
encourage|General|noun
enforcement|General|noun
formal|General|noun
formula|General|noun
fort|General|noun
informed|General|noun
innocent|General|noun
jeff|General|noun
luke|General|noun
mac|General|noun
math|General|noun
olympics|General|noun
penalty|General|noun
temple|General|noun
trail|General|noun
fiction|General|noun
happiness|General|noun
horrible|General|noun
mood|General|noun
pleased|General|noun
sand|General|noun
shadow|General|noun
arrival|General|noun
bath|General|noun
producer|General|noun
rank|General|noun
replacement|General|noun
retired|General|noun
settled|General|noun
assault|General|noun
awareness|General|noun
badly|General|noun
captured|General|noun
chase|General|noun
concrete|General|noun
deeply|General|noun
explanation|General|noun
exposure|General|noun
featured|General|noun
guarantee|General|noun
ideal|General|noun
islamic|General|noun
jimmy|General|noun
legend|General|noun
lieutenant|General|noun
mini|General|noun
muscle|General|noun
passion|General|noun
tape|General|noun
thread|General|noun
wage|General|noun
clock|General|noun
desk|General|noun
ear|General|noun
gym|General|noun
horror|General|noun
pizza|General|noun
plain|General|noun
romantic|General|noun
worker|General|noun
boring|General|noun
confident|General|noun
pitch|General|noun
pushed|General|noun
raising|General|noun
rear|General|noun
reveal|General|noun
strategic|General|noun
avenue|General|noun
beating|General|noun
charlie|General|noun
checking|General|noun
commissioner|General|noun
commitment|General|noun
custom|General|noun
electricity|General|noun
helpful|General|noun
label|General|noun
locked|General|noun
naked|General|noun
output|General|noun
welfare|General|noun
wire|General|noun
afterwards|General|noun
dressed|General|noun
electrical|General|noun
hockey|General|noun
kit|General|noun
nervous|General|noun
ordinary|General|noun
prayer|General|noun
rarely|General|noun
skill|General|noun
solve|General|noun
stomach|General|noun
ugly|General|noun
virus|General|noun
belt|General|noun
comic|General|noun
designer|General|noun
disappointed|General|noun
economics|General|noun
racist|General|noun
sexy|General|noun
soil|General|noun
struck|General|noun
suck|General|noun
alright|General|noun
anger|General|noun
architecture|General|noun
assist|General|noun
behalf|General|noun
capture|General|noun
ceremony|General|noun
cops|General|noun
efficient|General|noun
employed|General|noun
entering|General|noun
essentially|General|noun
establishment|General|noun
flower|General|noun
ghost|General|noun
hunting|General|noun
islam|General|noun
jane|General|noun
lab|General|noun
newly|General|noun
odd|General|noun
participate|General|noun
trash|General|noun
whoever|General|noun
illness|General|noun
knife|General|noun
lately|General|noun
mum|General|noun
rail|General|noun
remote|General|noun
repair|General|noun
steal|General|noun
telephone|General|noun
priority|General|noun
promotion|General|noun
root|General|noun
saint|General|noun
stolen|General|noun
aspect|General|noun
boost|General|noun
bureau|General|noun
colonel|General|noun
comfort|General|noun
cousin|General|noun
crack|General|noun
deck|General|noun
dragon|General|noun
dramatic|General|noun
dust|General|noun
dutch|General|noun
evolution|General|noun
hired|General|noun
inspiration|General|noun
institution|General|noun
lowest|General|noun
memorial|General|noun
mexican|General|noun
minority|General|noun
tho|General|noun
trans|General|noun
whereas|General|noun
abandoned|General|noun
acquired|General|noun
hire|General|noun
marry|General|noun
nowhere|General|noun
nurse|General|noun
poetry|General|noun
pot|General|noun
pray|General|noun
rugby|General|noun
sheet|General|noun
smooth|General|noun
sudden|General|noun
butter|General|noun
confirm|General|noun
delay|General|noun
desert|General|noun
recall|General|noun
sake|General|noun
spiritual|General|noun
string|General|noun
alexander|General|noun
alliance|General|noun
annoying|General|noun
bro|General|noun
buddy|General|noun
buried|General|noun
columbia|General|noun
conclusion|General|noun
convinced|General|noun
crap|General|noun
crystal|General|noun
dean|General|noun
decent|General|noun
decline|General|noun
downtown|General|noun
forgotten|General|noun
insane|General|noun
israeli|General|noun
landing|General|noun
managing|General|noun
obtain|General|noun
organic|General|noun
ownership|General|noun
thrown|General|noun
vacation|General|noun
abroad|General|noun
cambridge|General|noun
compete|General|noun
entrance|General|noun
liquid|General|noun
narrow|General|noun
physics|General|noun
refuse|General|noun
silly|General|noun
cricket|General|noun
posting|General|noun
potentially|General|noun
reduction|General|noun
reflect|General|noun
resource|General|noun
roger|General|noun
shell|General|noun
arab|General|noun
associate|General|noun
assumed|General|noun
atlantic|General|noun
bench|General|noun
bother|General|noun
broadcast|General|noun
bye|General|noun
citizen|General|noun
cleaning|General|noun
disaster|General|noun
discover|General|noun
equally|General|noun
fallen|General|noun
figured|General|noun
fitness|General|noun
friendship|General|noun
handling|General|noun
idiot|General|noun
intense|General|noun
keys|General|noun
lifetime|General|noun
medal|General|noun
observed|General|noun
occasionally|General|noun
visible|General|noun
journalist|General|noun
occasion|General|noun
passenger|General|noun
pen|General|noun
suitable|General|noun
arrive|General|noun
connect|General|noun
pope|General|noun
possession|General|noun
rapid|General|noun
resident|General|noun
shaped|General|noun
sixth|General|noun
spin|General|noun
angle|General|noun
arizona|General|noun
belong|General|noun
berlin|General|noun
bishop|General|noun
commonly|General|noun
defensive|General|noun
efficiency|General|noun
experiment|General|noun
forum|General|noun
grass|General|noun
hence|General|noun
increasingly|General|noun
incredibly|General|noun
jay|General|noun
mo|General|noun
oxford|General|noun
thirty|General|noun
valid|General|noun
vital|General|noun
whilst|General|noun
agriculture|General|noun
honey|General|noun
introduce|General|noun
regret|General|noun
remind|General|noun
resort|General|noun
routine|General|noun
scary|General|noun
spell|General|noun
tongue|General|noun
collect|General|noun
currency|General|noun
programming|General|noun
publishing|General|noun
ratio|General|noun
reverse|General|noun
seed|General|noun
settle|General|noun
sin|General|noun
summary|General|noun
alleged|General|noun
anna|General|noun
commerce|General|noun
cop|General|noun
creek|General|noun
exhibition|General|noun
fraud|General|noun
funeral|General|noun
honour|General|noun
hook|General|noun
hunter|General|noun
improving|General|noun
legacy|General|noun
merely|General|noun
monitor|General|noun
survival|General|noun
sword|General|noun
achievement|General|noun
juice|General|noun
landscape|General|noun
salary|General|noun
tube|General|noun
cd|General|noun
coat|General|noun
privacy|General|noun
reducing|General|noun
regard|General|noun
residence|General|noun
roughly|General|noun
script|General|noun
searching|General|noun
strip|General|noun
anderson|General|noun
asleep|General|noun
austin|General|noun
automatic|General|noun
begun|General|noun
behaviour|General|noun
consent|General|noun
daddy|General|noun
destruction|General|noun
diego|General|noun
divorce|General|noun
doc|General|noun
engage|General|noun
extraordinary|General|noun
fate|General|noun
frequency|General|noun
gaming|General|noun
gene|General|noun
glory|General|noun
headquarters|General|noun
initiative|General|noun
jean|General|noun
logic|General|noun
threatened|General|noun
wisconsin|General|noun
grateful|General|noun
knock|General|noun
leather|General|noun
luxury|General|noun
reporter|General|noun
rob|General|noun
tear|General|noun
tennis|General|noun
theater|General|noun
chemistry|General|noun
cotton|General|noun
poll|General|noun
preferred|General|noun
removal|General|noun
rep|General|noun
sept|General|noun
sequence|General|noun
stretch|General|noun
ambassador|General|noun
banking|General|noun
breast|General|noun
cant|General|noun
carter|General|noun
consumption|General|noun
discount|General|noun
dozen|General|noun
epic|General|noun
exception|General|noun
exit|General|noun
expand|General|noun
fancy|General|noun
gorgeous|General|noun
impression|General|noun
indicate|General|noun
input|General|noun
johnny|General|noun
josh|General|noun
lyrics|General|noun
operated|General|noun
ought|General|noun
outcome|General|noun
twelve|General|noun
virgin|General|noun
wolf|General|noun
absence|General|noun
agricultural|General|noun
reader|General|noun
sum|General|noun
twin|General|noun
delicious|General|noun
principle|General|noun
progressive|General|noun
punishment|General|noun
rally|General|noun
rapidly|General|noun
representation|General|noun
ate|General|noun
blues|General|noun
bull|General|noun
commonwealth|General|noun
contribute|General|noun
contribution|General|noun
deny|General|noun
ease|General|noun
extend|General|noun
fame|General|noun
flood|General|noun
generated|General|noun
indicated|General|noun
instant|General|noun
liberty|General|noun
monitoring|General|noun
swing|General|noun
tail|General|noun
upcoming|General|noun
knee|General|noun
reward|General|noun
shake|General|noun
shore|General|noun
uniform|General|noun
wildlife|General|noun
wooden|General|noun
brave|General|noun
composition|General|noun
crossing|General|noun
elementary|General|noun
precious|General|noun
pregnancy|General|noun
premium|General|noun
pretend|General|noun
priest|General|noun
proven|General|noun
radical|General|noun
residential|General|noun
robin|General|noun
satellite|General|noun
stats|General|noun
substantial|General|noun
alert|General|noun
arena|General|noun
aug|General|noun
billy|General|noun
boom|General|noun
boots|General|noun
column|General|noun
commit|General|noun
compensation|General|noun
conservation|General|noun
constitutional|General|noun
density|General|noun
difficulty|General|noun
dropping|General|noun
ethnic|General|noun
fleet|General|noun
gen|General|noun
genius|General|noun
greatly|General|noun
guidance|General|noun
infection|General|noun
intention|General|noun
mechanical|General|noun
participation|General|noun
transmission|General|noun
trap|General|noun
aggressive|General|noun
jacket|General|noun
painful|General|noun
purple|General|noun
registration|General|noun
romance|General|noun
tissue|General|noun
underground|General|noun
pound|General|noun
preparation|General|noun
punch|General|noun
railroad|General|noun
rick|General|noun
sufficient|General|noun
apparent|General|noun
bang|General|noun
blast|General|noun
communist|General|noun
complaint|General|noun
component|General|noun
courage|General|noun
cure|General|noun
desperate|General|noun
diversity|General|noun
eve|General|noun
faculty|General|noun
feedback|General|noun
fighter|General|noun
frozen|General|noun
hiding|General|noun
humanity|General|noun
innovation|General|noun
invest|General|noun
manual|General|noun
nursing|General|noun
occupied|General|noun
operator|General|noun
trailer|General|noun
versus|General|noun
virtual|General|noun
wounded|General|noun
documentary|General|noun
jazz|General|noun
midnight|General|noun
mouse|General|noun
piano|General|noun
presentation|General|noun
relation|General|noun
ruin|General|noun
toilet|General|noun
announcement|General|noun
praise|General|noun
psychology|General|noun
rocket|General|noun
sec|General|noun
slave|General|noun
stability|General|noun
steady|General|noun
amongst|General|noun
arsenal|General|noun
biological|General|noun
bite|General|noun
blocked|General|noun
burned|General|noun
chip|General|noun
concerning|General|noun
dare|General|noun
database|General|noun
define|General|noun
engagement|General|noun
explore|General|noun
favour|General|noun
footage|General|noun
investigate|General|noun
jonathan|General|noun
laboratory|General|noun
lincoln|General|noun
literary|General|noun
mask|General|noun
oscar|General|noun
packed|General|noun
symbol|General|noun
terminal|General|noun
triple|General|noun
unlikely|General|noun
affair|General|noun
agenda|General|noun
hardware|General|noun
invite|General|noun
partly|General|noun
phrase|General|noun
sauce|General|noun
slide|General|noun
talented|General|noun
throat|General|noun
tiger|General|noun
toy|General|noun
bat|General|noun
physically|General|noun
protecting|General|noun
racial|General|noun
ruled|General|noun
seal|General|noun
separated|General|noun
shield|General|noun
similarly|General|noun
stem|General|noun
summit|General|noun
bow|General|noun
calendar|General|noun
cape|General|noun
collective|General|noun
craft|General|noun
darkness|General|noun
devil|General|noun
edit|General|noun
enable|General|noun
failing|General|noun
finishing|General|noun
fortune|General|noun
graham|General|noun
intellectual|General|noun
involvement|General|noun
mi|General|noun
nuts|General|noun
wisdom|General|noun
accounting|General|noun
furniture|General|noun
intelligent|General|noun
jet|General|noun
recover|General|noun
relax|General|noun
reliable|General|noun
succeed|General|noun
candy|General|noun
celebrity|General|noun
certificate|General|noun
drag|General|noun
polish|General|noun
rely|General|noun
remarkable|General|noun
ruling|General|noun
sacrifice|General|noun
sole|General|noun
alien|General|noun
awkward|General|noun
beast|General|noun
beef|General|noun
