# A2 - Elementary Level Words (CEFR A2)
# Format: english|category|partOfSpeech
# Elementary vocabulary building on A1 basics
# Extended Greetings & Social
admire|General|verb
admit|General|verb
adopt|General|verb
afford|Business & Finance|verb
afraid|General|adjective
agency|Work & Career|noun
agenda|Work & Career|noun
agent|Work & Career|noun
agree|General|verb
alert|General|adjective
alike|General|adjective
alive|General|adjective
allergy|Health|noun
allow|General|verb
alone|General|adjective
along|General|preposition
aloud|General|adverb
alter|General|verb
always|General|adverb
amaze|General|verb
among|General|preposition
angel|General|noun
anger|General|noun
annoyed|General|adjective
annoy|General|verb
answer|General|verb
arena|General|noun
arise|General|verb
around|General|preposition
arrive|Travel|verb
arrow|General|noun
aside|General|adverb
asleep|General|adjective
assist|General|verb
assure|General|verb
attach|General|verb
attack|General|noun
audio|General|noun
audit|Business & Finance|noun
aware|General|adjective
awful|General|adjective
badly|General|adverb
badge|General|noun
baggage|Travel|noun
baked|General|adjective
balcony|General|noun
ballot|General|noun
barely|General|adverb
barrel|General|noun
basic|General|adjective
basket|General|noun
battle|General|noun
become|General|verb
before|General|preposition
belief|General|noun
below|General|preposition
beneath|General|preposition
beside|General|preposition
beyond|General|preposition
bitter|General|adjective
blanket|General|noun
blood|Health|noun
blown|General|adjective
board|General|noun
bounce|General|verb
brave|General|adjective
bread|General|noun
break|General|verb
breath|Health|noun
bridge|General|noun
brief|General|adjective
bring|General|verb
broken|General|adjective
brother|General|noun
brought|General|verb
brown|General|adjective
bucket|General|noun
build|General|verb
burden|General|noun
button|General|noun
camera|General|noun
cannon|General|noun
capable|General|adjective
carry|General|verb
carpet|General|noun
carrot|General|noun
casual|General|adjective
catch|General|verb
cattle|General|noun
ceiling|General|noun
center|General|noun
cereal|General|noun
chair|General|noun
chance|General|noun
change|General|verb
charge|Business & Finance|noun
chase|General|verb
cheap|General|adjective
cheese|General|noun
chest|Health|noun
chief|General|noun
child|General|noun
choose|General|verb
climb|General|verb
close|General|adjective
cloth|General|noun
coach|Education|noun
coast|Travel|noun
coffee|General|noun
collect|General|verb
color|General|noun
column|General|noun
common|General|adjective
compare|General|verb
compete|General|verb
complete|General|adjective
confuse|General|verb
contact|General|verb
contest|General|noun
cookie|General|noun
corner|General|noun
correct|General|adjective
couple|General|noun
cousin|General|noun
credit|Business & Finance|noun
crowd|General|noun
cruel|General|adjective
culture|General|noun
custom|General|noun
danger|General|noun
daughter|General|noun
decide|General|verb
declare|General|verb
delight|General|noun
desert|General|noun
detail|General|noun
device|Technology|noun
direct|General|adjective
dirty|General|adjective
distance|General|noun
doctor|Health|noun
dollar|Business & Finance|noun
double|General|adjective
dough|General|noun
draft|General|noun
dream|General|noun
dress|General|noun
drink|General|verb
drive|General|verb
driver|General|noun
during|General|preposition
email|Technology|noun
empty|General|adjective
enjoy|General|verb
enough|General|adjective
enter|General|verb
entire|General|adjective
equal|General|adjective
escape|General|verb
event|General|noun
exact|General|adjective
except|General|preposition
excuse|General|noun
explain|General|verb
extra|General|adjective
factor|General|noun
family|General|noun
famous|General|adjective
father|General|noun
favor|General|noun
female|General|noun
fever|Health|noun
field|General|noun
fight|General|verb
figure|General|noun
final|General|adjective
finger|General|noun
finish|General|verb
flight|Travel|noun
floor|General|noun
flower|General|noun
focus|General|verb
follow|General|verb
forest|General|noun
forget|General|verb
formal|General|adjective
found|General|verb
fresh|General|adjective
friend|General|noun
front|General|noun
frozen|General|adjective
future|General|noun
garden|General|noun
gentle|General|adjective
global|General|adjective
glove|General|noun
grade|Education|noun
grant|General|verb
grass|General|noun
great|General|adjective
green|General|adjective
group|General|noun
guard|General|noun
guest|Travel|noun
habit|General|noun
happy|General|adjective
hardly|General|adverb
health|Health|noun
heart|Health|noun
heavy|General|adjective
height|General|noun
hidden|General|adjective
history|Education|noun
honest|General|adjective
hotel|Travel|noun
human|General|noun
hungry|General|adjective
husband|General|noun
improve|General|verb
include|General|verb
indoor|General|adjective
injury|Health|noun
inside|General|preposition
invent|General|verb
island|Travel|noun
jacket|General|noun
joyful|General|adjective
juice|General|noun
junior|General|adjective
kitchen|General|noun
ladder|General|noun
language|Education|noun
later|General|adverb
laugh|General|verb
layer|General|noun
leader|General|noun
learn|Education|verb
leave|General|verb
lemon|General|noun
length|General|noun
letter|General|noun
level|General|noun
limit|General|noun
listen|General|verb
liter|General|noun
local|General|adjective
lucky|General|adjective
luggage|Travel|noun
magic|General|noun
major|General|adjective
manner|General|noun
matter|General|noun
maybe|General|adverb
media|General|noun
member|General|noun
memory|General|noun
mental|Health|adjective
method|General|noun
middle|General|noun
mirror|General|noun
mobile|Technology|noun
model|General|noun
moment|General|noun
money|Business & Finance|noun
monkey|General|noun
month|General|noun
morning|General|noun
mother|General|noun
mountain|Travel|noun
mouth|General|noun
movie|General|noun
music|General|noun
nature|General|noun
nearby|General|adverb
neighbor|General|noun
nervous|General|adjective
never|General|adverb
night|General|noun
noise|General|noun
normal|General|adjective
north|General|noun
number|General|noun
object|General|noun
ocean|General|noun
office|Work & Career|noun
often|General|adverb
online|Technology|adverb
order|General|verb
other|General|adjective
outside|General|preposition
owner|General|noun
package|General|noun
painful|Health|adjective
paper|General|noun
parent|General|noun
passenger|Travel|noun
patient|Health|noun
pepper|General|noun
percent|Business & Finance|noun
perfect|General|adjective
period|General|noun
person|General|noun
phrase|General|noun
photo|General|noun
phone|Technology|noun
pilot|Travel|noun
place|General|noun
plain|General|adjective
plastic|General|noun
plate|General|noun
player|General|noun
plenty|General|adjective
polite|General|adjective
popular|General|adjective
possible|General|adjective
power|General|noun
present|General|noun
pretty|General|adjective
price|Business & Finance|noun
private|General|adjective
problem|General|noun
protect|General|verb
public|General|adjective
purple|General|adjective
purpose|General|noun
quarter|General|noun
question|General|noun
queue|General|noun
quite|General|adverb
radio|General|noun
rather|General|adverb
reach|General|verb
ready|General|adjective
reason|General|noun
recent|General|adjective
refuse|General|verb
remain|General|verb
remove|General|verb
repeat|General|verb
require|General|verb
result|General|noun
return|General|verb
reward|General|noun
right|General|adjective
river|General|noun
rocket|Science|noun
romantic|General|adjective
rough|General|adjective
round|General|adjective
route|Travel|noun
safety|General|noun
salary|Work & Career|noun
sample|General|noun
school|Education|noun
second|General|adjective
seem|General|verb
senior|General|adjective
sense|General|noun
serve|General|verb
seven|General|number
shape|General|noun
share|General|verb
sharp|General|adjective
sheet|General|noun
shelf|General|noun
shell|General|noun
shelter|General|noun
shirt|General|noun
signal|General|noun
silent|General|adjective
simple|General|adjective
since|General|preposition
sister|General|noun
skill|Work & Career|noun
sleep|Health|verb
slide|General|verb
smell|General|noun
smile|General|verb
smoke|Health|noun
smooth|General|adjective
solid|General|adjective
south|General|noun
space|Science|noun
speak|General|verb
speed|General|noun
spend|Business & Finance|verb
spoon|General|noun
sport|General|noun
square|General|noun
stand|General|verb
start|General|verb
steel|General|noun
stone|General|noun
store|General|noun
story|General|noun
straight|General|adjective
strange|General|adjective
street|General|noun
strong|General|adjective
student|Education|noun
study|Education|verb
style|General|noun
subject|Education|noun
sudden|General|adjective
sugar|General|noun
sunny|General|adjective
support|General|verb
surface|General|noun
sweet|General|adjective
system|General|noun
table|General|noun
talent|General|noun
teach|Education|verb
teacher|Education|noun
throat|Health|noun
throw|General|verb
thumb|General|noun
thick|General|adjective
think|General|verb
tired|General|adjective
today|General|adverb
together|General|adverb
toilet|General|noun
tomato|General|noun
total|General|noun
touch|General|verb
tough|General|adjective
truck|General|noun
twice|General|adverb
uncle|General|noun
under|General|preposition
until|General|conjunction
upper|General|adjective
upset|General|adjective
usual|General|adjective
video|Technology|noun
visit|Travel|verb
voice|General|noun
waste|General|noun
watch|General|verb
water|General|noun
week|General|noun
which|General|pronoun
while|General|conjunction
white|General|adjective
whole|General|adjective
whose|General|pronoun
width|General|noun
window|General|noun
winter|General|noun
within|General|preposition
woman|General|noun
world|General|noun
worry|General|verb
would|General|verb
write|General|verb
wrong|General|adjective

accident|General|noun
actor|General|noun
advance|General|verb
advice|General|noun
affect|General|verb
afternoon|General|noun
age|General|noun
airline|Travel|noun
airport|Travel|noun
appear|General|verb
appointment|Health|noun
athlete|General|noun
automatic|General|adjective
autumn|General|noun
avenue|General|noun
babysit|General|verb
balanced|General|adjective
bargain|Business & Finance|noun
borrow|General|verb
break down|Travel|phrase
business|Business & Finance|noun
calm down|General|phrase
carry on|General|phrase
celebrate|General|verb
charity|General|noun
chart|General|noun
chatting|General|noun
choice|General|noun
classmate|Education|noun
community|General|noun
countryside|Travel|noun
creative|General|adjective
crowded|General|adjective
cycle|Travel|verb
daily|General|adjective
decision|General|noun
decorate|General|verb
diary|General|noun
difference|General|noun
dining|General|noun
direction|General|noun
discover|General|verb
dismiss|General|verb
easily|General|adverb
education|Education|noun
emergency|Health|noun
envelope|General|noun
environment|Science|noun
equipment|General|noun
especially|General|adverb
everybody|General|pronoun
exercise|Health|verb
expensive|Business & Finance|adjective
express|General|verb
fit|General|adjective
foreign|General|adjective
furniture|General|noun
generally|General|adverb
goal|General|noun
happening|General|noun
healthy|Health|adjective
helpful|General|adjective
hero|General|noun
hobby|General|noun
holiday|Travel|noun
homework|Education|noun
hospital|Health|noun
housework|General|noun
however|General|adverb
hurry|General|verb
ideal|General|adjective
immediately|General|adverb
impression|General|noun
instructions|General|noun
interesting|General|adjective
journey|Travel|noun
keep fit|Health|phrase
lifestyle|General|noun
machine|General|noun
magazine|General|noun
message|General|noun
missing|General|adjective
mixture|General|noun
museum|Education|noun
nationality|General|noun
newspaper|General|noun
occupation|Work & Career|noun
option|General|noun
organization|General|noun
outdoors|Travel|noun
overcome|General|verb
performance|General|noun
physical|Health|adjective
position|Work & Career|noun
practice|General|noun
prediction|General|noun
preparation|General|noun
prize|General|noun
protest|General|noun
public transport|Travel|noun
punctual|Work & Career|adjective
recommendation|General|noun
reduction|Business & Finance|noun
relax|General|verb
remember|General|verb
resident|General|noun
routine|General|noun
rubbish|General|noun
same|General|adjective
season ticket|Travel|noun
shopping center|General|noun
significant|General|adjective
solution|General|noun
stadium|General|noun
standard|General|noun
stressful|General|adjective
suitable|General|adjective
surprising|General|adjective
therefore|General|adverb
tourism|Travel|noun
tradition|General|noun
transport|Travel|noun
typical|General|adjective
unique|General|adjective
unusual|General|adjective
useful|General|adjective
various|General|adjective
village|General|noun
yesterday|General|adverb
allowance|Business & Finance|noun
appreciate|General|verb
architect|Work & Career|noun
background|General|noun
boarding|Travel|noun
bookshop|General|noun
boss|Work & Career|noun
cap|General|noun
cash machine|Business & Finance|noun
century|General|noun
charity shop|General|noun
check in|Travel|verb
chef|Work & Career|noun
clinic|Health|noun
conference|Work & Career|noun
connection|General|noun
crossing|Travel|noun
cycle lane|Travel|noun
difficult|General|adjective
discount|Business & Finance|noun
downstairs|General|adverb
dramatic|General|adjective
employment|Work & Career|noun
failure|General|noun
familiar|General|adjective
fee|Business & Finance|noun
flat|General|noun
flight attendant|Travel|noun
foreign language|Education|noun
guidebook|Travel|noun
heritage|General|noun
homeless|General|adjective
hospitality|Travel|noun
identification|General|noun
incident|General|noun
individual|General|noun
influence|General|noun
inspect|General|verb
international|General|adjective
knowledge|General|noun
laundry|General|noun
leaflet|General|noun
mainly|General|adverb
maximum|General|adjective
moderate|General|adjective
modern|General|adjective
motorway|Travel|noun
natural|General|adjective
nowadays|General|adverb
nursery|Education|noun
occasionally|General|adverb
official|General|adjective
opportunity|General|noun
organizer|Work & Career|noun
otherwise|General|adverb
outbreak|Health|noun
overnight|General|adverb
ownership|Business & Finance|noun
participation|General|noun
peaceful|General|adjective
percentage|General|noun
photography|General|noun
playground|General|noun
political|General|adjective
pollution|Science|noun
pottery|General|noun
poverty|General|noun
professor|Education|noun
property|Business & Finance|noun
receptionist|Work & Career|noun
refugee|General|noun
replace|General|verb
responsible|General|adjective
scenery|Travel|noun
semester|Education|noun
society|General|noun
specialist|Work & Career|noun
subscription|Business & Finance|noun
summary|Education|noun
supermarket|General|noun
swimming|General|noun
technician|Work & Career|noun
telephone|Technology|noun
therapy|Health|noun
timetable|Education|noun
transition|General|noun
unemployment|Work & Career|noun
upstairs|General|adverb
urban|General|adjective
vehicle|Travel|noun
violence|General|noun
wilderness|Travel|noun
workplace|Work & Career|noun
worldwide|General|adjective
youngster|General|noun
zookeeper|Work & Career|noun

accessible|General|adjective
accidentally|General|adverb
accuracy|General|noun
achievement|General|noun
acting|General|noun
activate|General|verb
addiction|Health|noun
adequate|General|adjective
adjustment|General|noun
adoptive|General|adjective
advertising|Business & Finance|noun
aerial|General|adjective
affordable|Business & Finance|adjective
aggression|General|noun
agreeable|General|adjective
ahead|General|adverb
aid|Health|noun
aircraft|Travel|noun
aisle|Travel|noun
allergic|Health|adjective
alongside|General|preposition
alternate|General|adjective
amazement|General|noun
amend|General|verb
anchor|General|verb
anymore|General|adverb
appeal|General|noun
approach|General|verb
approximately|General|adverb
architecture|General|noun
assistance|General|noun
associate|General|verb
astonishing|General|adjective
atmosphere|General|noun
attraction|Travel|noun
audition|General|noun
automatically|General|adverb
baggage claim|Travel|noun
barrier|General|noun
beauty salon|General|noun
bleed|Health|verb
boldness|General|noun
booklet|General|noun
broadband|Technology|noun
brochure|Travel|noun
broken down|General|adjective
butterfly effect|Science|noun
buying power|Business & Finance|noun
carbon footprint|Science|noun
categorize|General|verb
caution|General|noun
challenge|General|verb
charity work|General|noun
childcare|General|noun
chronic|Health|adjective
classify|General|verb
co-worker|Work & Career|noun
collage|General|noun
compliment|General|noun
conduct|General|verb
confirmation|General|noun
congratulate|General|verb
consequence|General|noun
considerable|General|adjective
conveniently|General|adverb
cooperation|General|noun
cope|General|verb
counsellor|Health|noun
county|General|noun
creation|General|noun
crisis|General|noun
curiosity|General|noun
currently|General|adverb
customer service|Business & Finance|noun
day out|General|noun
decrease|Business & Finance|verb
defense|General|noun
describe|General|verb
destruction|General|noun
developing|General|adjective
digital|Technology|adjective
diplomat|General|noun
disability|Health|noun
disadvantage|General|noun
disaster|General|noun
discipline|General|noun
donation|General|noun
economic|Business & Finance|adjective
effective|General|adjective
effort|General|noun
electronic|Technology|adjective
embarrassing|General|adjective
enthusiasm|General|noun
essential|General|adjective
everyday|General|adjective
exceptional|General|adjective
expectation|General|noun
extended|General|adjective
extraordinary|General|adjective
eyesight|Health|noun
fabulous|General|adjective
fantasy|General|noun
fare|Travel|noun
fascinating|General|adjective
feature|General|noun
financial|Business & Finance|adjective
flexibility|General|noun
flood|General|noun
fluent|Education|adjective
folklore|General|noun
following|General|adjective
forecast|General|noun
fraction|General|noun
fundraiser|General|noun
furthermore|General|adverb
generous|General|adjective
genuine|General|adjective
giving|General|adjective
globally|General|adverb
graduation|Education|noun
healing|Health|noun
highlight|General|verb
household|General|noun
illustration|General|noun
imagination|General|noun
impact|General|noun
implementation|General|noun
incredible|General|adjective
independent|General|adjective
indication|General|noun
industrial|General|adjective
inevitable|General|adjective
information|General|noun
initiative|General|noun
integrate|General|verb
intelligent|General|adjective
interpretation|General|noun
isolation|Health|noun
journalism|General|noun
leadership|Work & Career|noun
legal|General|adjective
logical|General|adjective
loyal|General|adjective
manufacturing|General|noun
massive|General|adjective
meaningful|General|adjective
measurement|General|noun
modify|General|verb
moreover|General|adverb
movement|General|noun
multimedia|Technology|noun
multiple|General|adjective
nationwide|General|adjective
negotiation|Business & Finance|noun
networking|Technology|noun
nevertheless|General|adverb
numerous|General|adjective
observation|General|noun
obstacle|General|noun
obvious|General|adjective
ongoing|General|adjective
permanent|General|adjective
potential|General|adjective
precisely|General|adverb
procedure|General|noun
professional|Work & Career|adjective
promote|General|verb
realistic|General|adjective
reasonable|General|adjective
reliable|General|adjective
remarkable|General|adjective
sacrifice|General|noun
secondary|Education|adjective
several|General|adjective
skillful|General|adjective
social|General|adjective
somehow|General|adverb
specific|General|adjective
strength|General|noun
strongly|General|adverb
successful|General|adjective
sustainable|Science|adjective
sympathize|General|verb
talented|General|adjective
technical|Technology|adjective
thorough|General|adjective
throughout|General|preposition
understanding|General|noun
unfortunately|General|adverb
uniquely|General|adverb
valuable|General|adjective
variation|General|noun
visible|General|adjective
whether|General|conjunction
worthwhile|General|adjective

accountable|Work & Career|adjective
acrobat|General|noun
adamant|General|adjective
affectionate|General|adjective
aggressive|General|adjective
agile|General|adjective
alliance|General|noun
ambitious|General|adjective
amuse|General|verb
analyse|General|verb
ancient|General|adjective
antagonist|General|noun
apparatus|Science|noun
applaud|General|verb
appropriate|General|adjective
archaeological|Education|adjective
archive|General|noun
artisan|Work & Career|noun
artistic|General|adjective
assemble|General|verb
attentive|General|adjective
auction|Business & Finance|noun
authority|General|noun
bachelor|Education|noun
backtrack|General|verb
banquet|General|noun
barriers|General|noun
beneficial|Health|adjective
blend|General|verb
bliss|General|noun
bold|General|adjective
brainstorm|Work & Career|verb
breakthrough|General|noun
brilliant|General|adjective
broaden|General|verb
budgeting|Business & Finance|noun
campaign|General|noun
canal|General|noun
caption|General|noun
capture|General|verb
caretaker|Work & Career|noun
category|General|noun
cautious|General|adjective
crave|General|verb
curator|Work & Career|noun
cautionary|General|adjective
cheerfully|General|adverb
circular|General|adjective
civic|General|adjective
clatter|General|noun
cluster|General|noun
collaborate|Work & Career|verb
commotion|General|noun
compass|General|noun
compatible|Technology|adjective
complex|General|adjective
compromise|General|noun
computing|Technology|noun
confident|General|adjective
console|General|verb
contemplation|General|noun
contrast|General|noun
contribution|General|noun
convict|General|verb
coordinates|Travel|noun
coverage|General|noun
cozy|General|adjective
crisp|General|adjective
criterion|General|noun
cure|Health|noun
decisive|General|adjective
demanding|Work & Career|adjective
dependent|Health|adjective
depressed|Health|adjective
devoted|General|adjective
disturbing|General|adjective
divert|Travel|verb
durable|General|adjective
eager|General|adjective
economical|Business & Finance|adjective
elaborate|General|adjective
elegant|General|adjective
emphasize|Education|verb
enchanted|General|adjective
encounter|General|verb
endure|Health|verb
energetic|Health|adjective
entry|General|noun
envision|General|verb
equivalent|General|adjective
evident|General|adjective
evolve|Science|verb
excessive|General|adjective
exciting|General|adjective
exhibit|General|verb
exhausted|Health|adjective
expand|General|verb
favorable|General|adjective
figurative|Education|adjective
fitting|General|adjective
flawless|General|adjective
flyer|General|noun
focused|General|adjective
forbidden|General|adjective
founders|General|noun
fragile|General|adjective
fragrance|General|noun
frequently|General|adverb
functional|General|adjective
funding|Business & Finance|noun
gigantic|General|adjective
graceful|General|adjective
guidance|General|noun
heroic|General|adjective
hesitant|General|adjective
hospitable|Travel|adjective
huge|General|adjective
humorous|General|adjective
hypothesis|Science|noun
infinite|General|adjective
intensive|Education|adjective
intricate|General|adjective
jagged|General|adjective
joyous|General|adjective
keen|General|adjective
knowledgeable|General|adjective
landmark|Travel|noun
layout|General|noun
legacy|General|noun
lenient|General|adjective
lively|General|adjective
marvelous|General|adjective
masterpiece|General|noun
measurable|General|adjective
motivated|Work & Career|adjective
mysterious|General|adjective
negotiate|Business & Finance|verb
neutral|General|adjective
noisy|General|adjective
notable|General|adjective
oral|Education|adjective
original|General|adjective
outdated|Technology|adjective
outgoing|General|adjective
passionate|General|adjective
perception|General|noun
persistent|General|adjective
physician|Health|noun
practical|General|adjective
precise|General|adjective
productive|Work & Career|adjective
proficient|Education|adjective
progressive|General|adjective
prominent|General|adjective
proof|General|noun
qualified|Work & Career|adjective
radical|General|adjective
refined|General|adjective
regardless|General|adverb
regulate|General|verb
reinforcement|Education|noun
relevant|General|adjective
reserved|General|adjective
restricted|General|adjective
rigorous|General|adjective
secure|General|adjective
sensible|General|adjective
sequence|Education|noun
sequential|General|adjective
simplify|General|verb
sociable|General|adjective
sophisticated|General|adjective
source|General|noun
spare|General|verb
spontaneous|General|adjective
stable|General|adjective
stimulate|General|verb
strategic|Work & Career|adjective
structured|General|adjective
stubborn|General|adjective
stylish|General|adjective
subtle|General|adjective
systematic|General|adjective
tolerant|General|adjective
transparent|General|adjective
trustworthy|General|adjective
undeniable|General|adjective
universal|General|adjective
unwilling|General|adjective
urgency|General|noun
valid|General|adjective
versatile|General|adjective
vibrant|General|adjective
vital|Health|adjective
voluntary|General|adjective
vulnerable|Health|adjective
widespread|General|adjective

# New words added from CEFR list
actually|General|noun
line|General|noun
party|General|noun
american|General|noun
open|General|noun
season|General|noun
thank|General|noun
country|General|noun
shit|General|noun
children|General|noun
everyone|General|noun
general|General|noun
trying|General|noun
war|General|noun
area|General|noun
black|General|noun
kind|General|noun
per|General|noun
working|General|noun
car|General|noun
five|General|noun
hope|General|noun
important|General|noun
least|General|noun
news|General|noun
means|General|noun
able|General|noun
book|General|noun
post|General|noun
young|General|noun
early|General|noun
oh|General|noun
thanks|General|noun
ago|General|noun
talk|General|noun
half|General|noun
hand|General|noun
mind|General|noun
fact|General|noun
given|General|noun
guy|General|noun
hours|General|noun
pay|General|noun
true|General|noun
body|General|noun
coming|General|noun
death|General|noun
food|General|noun
large|General|noun
lost|General|noun
room|General|noun
university|General|noun
win|General|noun
almost|General|noun
fuck|General|noun
known|General|noun
taking|General|noun
anyone|General|noun
else|General|noun
girl|General|noun
john|General|noun
air|General|noun
nice|General|noun
probably|General|noun
understand|General|noun
playing|General|noun
saying|General|noun
bit|General|noun
needs|General|noun
yeah|General|noun
idea|General|noun
class|General|noun
comes|General|noun
past|General|noun
wanted|General|noun
move|General|noun
series|General|noun
wait|General|noun
due|General|noun
late|General|noun
special|General|noun
ask|General|noun
saw|General|noun
low|General|noun
million|General|noun
short|General|noun
stay|General|noun
either|General|noun
fucking|General|noun
taken|General|noun
soon|General|noun
turn|General|noun
buy|General|noun
third|General|noun
myself|General|noun
yourself|General|noun
development|General|noun
further|General|noun
living|General|noun
although|General|noun
fire|General|noun
fun|General|noun
near|General|noun
behind|General|noun
building|General|noun
easy|General|noun
six|General|noun
gonna|General|noun
west|General|noun
works|General|noun
according|General|noun
list|General|noun
sometimes|General|noun
son|General|noun
available|General|noun
former|General|noun
meet|General|noun
example|General|noun
heard|General|noun
london|General|noun
baby|General|noun
song|General|noun
word|General|noun
march|General|noun
himself|General|noun
self|General|noun
gave|General|noun
main|General|noun
road|General|noun
town|General|noun
cut|General|noun
held|General|noun
instead|General|noun
thinking|General|noun
hear|General|noun
issue|General|noun
rest|General|noun
running|General|noun
term|General|noun
wife|General|noun
summer|General|noun
land|General|noun
sex|General|noun
site|General|noun
beautiful|General|noun
shot|General|noun
similar|General|noun
june|General|noun
above|General|noun
film|General|noun
lead|General|noun
likely|General|noun
personal|General|noun
knew|General|noun
military|General|noun
won|General|noun
happen|General|noun
hold|General|noun
star|General|noun
view|General|noun
dead|General|noun
april|General|noun
hour|General|noun
sorry|General|noun
training|General|noun
wish|General|noun
british|General|noun
higher|General|noun
needed|General|noun
king|General|noun
policy|General|noun
boy|General|noun
finally|General|noun
gone|General|noun
july|General|noun
added|General|noun
hot|General|noun
park|General|noun
press|General|noun
themselves|General|noun
worth|General|noun
east|General|noun
received|General|noun
sent|General|noun
average|General|noun
certain|General|noun
church|General|noun
medical|General|noun
tried|General|noun
ground|General|noun
meeting|General|noun
usually|General|noun
cool|General|noun
september|General|noun
became|General|noun
exactly|General|noun
stuff|General|noun
production|General|noun
rate|General|noun
lives|General|noun
whatever|General|noun
blue|General|noun
fall|General|noun
match|General|noun
picture|General|noun
size|General|noun
step|General|noun
amount|General|noun
eat|General|noun
david|General|noun
federal|General|noun
feeling|General|noun
management|General|noun
central|General|noun
key|General|noun
page|General|noun
range|General|noun
science|General|noun
upon|General|noun
england|General|noun
hey|General|noun
mom|General|noun
hate|General|noun
send|General|noun
attention|General|noun
football|General|noun
led|General|noun
october|General|noun
itself|General|noun
oil|General|noun
serious|General|noun
amazing|General|noun
china|General|noun
related|General|noun
august|General|noun
dog|General|noun
hell|General|noun
involved|General|noun
lord|General|noun
november|General|noun
add|General|noun
kill|General|noun
perhaps|General|noun
situation|General|noun
technology|General|noun
website|General|noun
written|General|noun
decided|General|noun
poor|General|noun
born|General|noun
damn|General|noun
french|General|noun
january|General|noun
met|General|noun
door|General|noun
hair|General|noun
increase|General|noun
lose|General|noun
pick|General|noun
race|General|noun
sign|General|noun
union|General|noun
walk|General|noun
simply|General|noun
considered|General|noun
continue|General|noun
council|General|noun
cover|General|noun
european|General|noun
super|General|noun
washington|General|noun
bed|General|noun
safe|General|noun
began|General|noun
crazy|General|noun
december|General|noun
die|General|noun
built|General|noun
internet|General|noun
sea|General|noun
sir|General|noun
success|General|noun
towards|General|noun
army|General|noun
earth|General|noun
okay|General|noun
waiting|General|noun
access|General|noun
mark|General|noun
pass|General|noun
deep|General|noun
la|General|noun
ten|General|noun
box|General|noun
card|General|noun
mine|General|noun
note|General|noun
piece|General|noun
wall|General|noun
ball|General|noun
dark|General|noun
seeing|General|noun
george|General|noun
wanna|General|noun
wrote|General|noun
married|General|noun
officer|General|noun
pain|General|noun
rock|General|noun
tonight|General|noun
response|General|noun
shall|General|noun
etc|General|noun
february|General|noun
growth|General|noun
cold|General|noun
limited|General|noun
peace|General|noun
tomorrow|General|noun
via|General|noun
provided|General|noun
recently|General|noun
spent|General|noun
effect|General|noun
eight|General|noun
eye|General|noun
funny|General|noun
moving|General|noun
watching|General|noun
addition|General|noun
gas|General|noun
station|General|noun
text|General|noun
chinese|General|noun
russian|General|noun
anti|General|noun
association|General|noun
beat|General|noun
committee|General|noun
completely|General|noun
hi|General|noun
join|General|noun
nearly|General|noun
particular|General|noun
previous|General|noun
quickly|General|noun
section|General|noun
reported|General|noun
ass|General|noun
beginning|General|noun
california|General|noun
certainly|General|noun
cross|General|noun
despite|General|noun
kept|General|noun
leading|General|noun
travel|General|noun
